"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Unemployed, laid off, looking for work",33,"Married",11,1,10,5,5,20,"High school","MALE","White","NO","$25,000 or more","$4000 TO 4999",325,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,15,1
"Working part time",33,"Divorced",11,3,41,5,13,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",70,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",9,14,3
"Working part time",44,"Married",1,1,32,5,5,5,"High school","FEMALE","White","NO","$15,000 to $19,999","$25000 OR MORE",67,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,15,1
"Working full time",49,"Divorced",15,2,16,5,5,20,"Associate/junior college","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",49,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,14,1
"Working part time",33,"Never married",2,1,27,5,18,7,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",35,"Very satisfied","Continue to work","Favor",1,17,11
"Working full time",41,"Never married",11,4,11,5,7,13,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",1,15,1
"Working full time",28,"Never married",11,2,10,8,9,4,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",16,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",17,14,1
"Working part time",39,"Widowed",17,5,29,10,17,3,"High school","FEMALE","White","YES","Under $1,000","$25000 OR MORE",49,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",1,"A little dissatisfied","Stop working","Favor",4,16,21
"In school",33,"Divorced",2,1,29,7,9,9,"Bachelor's","MALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",137,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",30,"Very satisfied","Stop working","Favor",9,14,1
"Working full time",13,"Married",2,3,2,4,5,5,"High school","FEMALE","White","YES","$20,000 to $24,999","$20000 - 24999",64,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Oppose",13,10,1
"Working full time",33,"Married",21,3,31,7,21,5,"Bachelor's","MALE","White","NO","$20,000 to $24,999","$8000 TO 9999",30,"Should be legal","NO","Not too happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",39,"A little dissatisfied","Stop working","Favor",9,2,1
"Retired",44,"Divorced",2,3,22,5,5,21,"Graduate","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",30,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,16,3
"Retired",46,"Married",11,1,37,9,9,21,"High school","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",63,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,14,6
"Keeping house",62,"Never married",17,1,49,5,5,11,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should not be legal","YES","Not too happy","VERY HAPPY","Dull","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Moderately satisfied","Continue to work","Favor",13,15,3
"Working part time",7,"Divorced",20,5,11,5,15,21,"Graduate","MALE","Black","NO","$7,000 to $7,999","$25000 OR MORE",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,17,1
"Working part time",33,"Never married",15,1,3,7,7,10,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",43,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Very dissatisfied","Continue to work","Favor",14,10,1
"Working full time",24,"Married",8,4,52,9,18,5,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",2,2,18
"Working part time",44,"Never married",16,1,19,9,5,18,"Graduate","FEMALE","Black","YES","$15,000 to $19,999","LT $1000",420,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",16,"Very satisfied","Continue to work","Favor",2,14,1
"Keeping house",44,"Married",15,1,17,4,18,9,"High school","MALE","White","YES","$5,000 to $5,999","$25000 OR MORE",11,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",13,10,1
"Working full time",54,"Divorced",20,2,48,8,11,1,"Bachelor's","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",41,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",9,10,2
"Other",62,"Never married",18,6,5,21,3,15,"Less than high school","MALE","Other","NO","$25,000 or more","$25000 OR MORE",33,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working part time",38,"Divorced",2,1,71,9,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",70,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",14,1,21
"Working full time",44,"Widowed",21,1,16,9,18,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",7,"Very satisfied","Continue to work","Oppose",12,14,11
"Working full time",60,"Separated",16,1,23,11,3,3,"Associate/junior college","FEMALE","White","YES","$25,000 or more","LT $1000",64,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",26,"Very satisfied","Continue to work","Favor",2,15,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",2,1,6,5,4,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",14,10,6
"Keeping house",38,"Never married",1,3,27,5,3,6,"High school","FEMALE","Other","NO","$20,000 to $24,999","$3000 TO 3999",2099,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,15,1
"Working full time",28,"Never married",1,1,12,11,5,9,"Bachelor's","MALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",14,"Should be legal","NO","Very happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",26,"Very satisfied","Continue to work","Favor",12,14,1
"Working full time",18,"Never married",15,3,49,10,5,7,"Less than high school","FEMALE","Other","YES","$25,000 or more","$20000 - 24999",61,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",35,"Moderately satisfied","Continue to work","Favor",13,15,6
"Retired",8,"Married",18,3,59,8,21,10,"Associate/junior college","FEMALE","Other","NO","$3,000 to $3,999","$15000 - 19999",49,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",9,19,1
"Working full time",53,"Never married",2,3,12,5,5,5,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",420,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",40,"Very satisfied","Stop working","Favor",17,14,1
"Working full time",33,"Married",1,1,29,11,20,9,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",8175,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",29,"Very satisfied","Stop working","Favor",9,14,1
"In school",24,"Married",2,2,16,11,14,9,"Graduate","FEMALE","Other","NO","$25,000 or more","$8000 TO 9999",14,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,14,1
"Retired",33,"Never married",11,2,23,9,20,16,"Graduate","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",94,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,14,1
"Working full time",25,"Widowed",16,1,9,7,20,5,"Bachelor's","FEMALE","White","YES","$20,000 to $24,999","$10000 - 14999",48,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",32,"Very satisfied","Continue to work","Favor",2,14,3
"Working full time",21,"Never married",15,4,19,5,5,9,"High school","FEMALE","White","YES","$20,000 to $24,999","$1000 TO 2999",11,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",21,"Moderately satisfied","Continue to work","Favor",12,10,5
"Working full time",27,"Divorced",15,1,8,6,3,6,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",9,10,1
"In school",7,"Never married",2,1,9,7,9,13,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",84,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",1,19,8
"Working full time",33,"Married",17,1,40,9,5,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",124,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",2,1,1
"Retired",35,"Divorced",11,2,58,10,5,8,"Bachelor's","MALE","White","YES","$25,000 or more","$20000 - 24999",2,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"A little dissatisfied","Stop working","Oppose",1,1,1
"Working part time",24,"Separated",19,1,41,7,5,7,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",3793,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",12,10,18
"Working full time",38,"Never married",15,1,4,5,5,16,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should not be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Oppose",1,17,1
"Retired",18,"Never married",15,8,40,10,5,1,"High school","MALE","Other","YES","$25,000 or more","$7000 TO 7999",1307,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,16,1
"Retired",33,"Separated",3,1,22,9,5,5,"Associate/junior college","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",1446,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",2,14,15
"Retired",44,"Widowed",16,1,53,9,8,7,"Bachelor's","FEMALE","White","YES","$25,000 or more","LT $1000",14,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",42,"Moderately satisfied","Continue to work","Favor",2,16,1
"Retired",18,"Never married",15,3,1,7,10,3,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",16,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",2,14,1
"Working full time",53,"Divorced",19,5,20,6,5,7,"High school","FEMALE","Other","YES","$8,000 to $9,999","$10000 - 14999",43,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Moderately satisfied","Continue to work","Favor",13,16,3
"Working full time",21,"Never married",11,1,24,9,1,20,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",12,15,1
"Working part time",18,"Married",11,2,19,8,4,7,"High school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",109,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",8,"Moderately satisfied","Continue to work","Favor",2,15,21
"Working full time",33,"Never married",2,2,4,6,5,5,"High school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",136,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,10,2
"Keeping house",33,"Widowed",3,4,71,20,7,17,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,16,1
"Retired",47,"Never married",2,5,10,8,5,4,"Bachelor's","FEMALE","White","YES","Under $1,000","$25000 OR MORE",16,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",39,"Very satisfied","Continue to work","Favor",2,10,1
"Working part time",44,"Divorced",2,2,12,9,5,9,"Bachelor's","FEMALE","White","NO","$25,000 or more","$1000 TO 2999",94,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",1,19,1
"Unemployed, laid off, looking for work",33,"Married",11,5,4,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",92,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",13,15,1
"Working part time",13,"Married",15,1,38,20,17,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",118,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",5,"A little dissatisfied","Continue to work","Favor",12,1,1
"Retired",33,"Married",19,2,46,20,3,20,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",17,14,15
"Working full time",36,"Separated",11,3,54,9,1,8,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"Very satisfied","Continue to work","Favor",13,16,1
"Working full time",24,"Married",11,1,17,7,7,5,"High school","MALE","White","YES","$25,000 or more","$3000 TO 3999",30,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working full time",45,"Married",16,2,60,14,11,5,"Graduate","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",94,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",32,"Very satisfied","Continue to work","Favor",1,10,1
"Working full time",33,"Divorced",19,3,22,7,18,1,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",15,14,6
"Working full time",33,"Married",16,1,31,9,5,3,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",13,2,1
"With a job, but not at work because of temporary illness, vacation, strike",38,"Never married",15,4,45,12,20,18,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",70,"Should not be legal","NO","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,15,3
