"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working full time",33,"Never married",11,2,50,9,20,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",44,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",34,"Moderately satisfied","Stop working","Favor",9,14,1
"Working full time",28,"Divorced",2,1,30,5,5,5,"Graduate","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",10,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Stop working","Favor",9,1,1
"Retired",33,"Never married",2,3,12,14,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",600,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",15,"Moderately satisfied","Continue to work","Favor",13,10,5
"Working part time",38,"Married",11,1,4,7,7,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",41,"Very satisfied","Continue to work","Favor",9,19,1
"Unemployed, laid off, looking for work",33,"Divorced",15,1,5,8,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",1,"A little dissatisfied","Continue to work","Favor",12,15,1
"Retired",29,"Divorced",15,4,29,5,7,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",21,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,16,3
"Working full time",33,"Married",16,1,31,9,5,3,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",13,2,1
"Working full time",33,"Never married",11,1,24,9,20,3,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",43,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",2,16,15
"Keeping house",33,"Married",16,5,34,18,1,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Stop working","Favor",12,10,1
"Unemployed, laid off, looking for work",18,"Never married",11,1,23,9,5,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",563,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,14,16
"Retired",21,"Married",11,2,60,11,11,5,"Bachelor's","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",117,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",5,"Very satisfied","Stop working","Favor",13,10,2
"Working full time",41,"Married",11,3,11,9,5,1,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,1,4
"Working full time",44,"Married",20,5,42,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",7,"Moderately satisfied","Continue to work","Favor",13,14,6
"Unemployed, laid off, looking for work",13,"Married",16,4,50,11,7,9,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",41,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",13,10,21
"Working full time",49,"Never married",2,5,1,3,20,8,"Bachelor's","MALE","Black","YES","$6,000 to $6,999","$25000 OR MORE",134,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,15,8
"Working full time",33,"Married",16,1,52,9,3,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",13,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",14,10,1
"Working full time",38,"Married",2,1,11,7,11,15,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",70,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",35,"Very satisfied","Continue to work","Favor",9,14,8
"Working full time",44,"Never married",11,1,21,11,5,5,"Bachelor's","MALE","Black","YES","$25,000 or more","$15000 - 19999",30,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",18,"Very satisfied","Continue to work","Favor",2,15,5
"Retired",36,"Married",11,3,53,4,5,19,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",5,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,10,1
"Working full time",33,"Widowed",7,3,44,11,5,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",4,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",3,"Very satisfied","Continue to work","Favor",9,16,7
"Working full time",33,"Married",11,4,42,8,9,14,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",94,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,15,1
"Retired",33,"Widowed",16,3,57,14,17,7,"Less than high school","FEMALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",5,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY",30,"Moderately satisfied","Continue to work","Favor",9,15,3
"Working full time",61,"Married",2,1,44,9,9,5,"High school","MALE","White","NO","$25,000 or more","$15000 - 19999",618,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",14,14,6
"In school",33,"Divorced",19,1,32,5,5,1,"Less than high school","MALE","Other","YES","$3,000 to $3,999","$25000 OR MORE",11,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Oppose",1,15,1
"Working full time",21,"Never married",15,4,19,5,5,9,"High school","FEMALE","White","YES","$20,000 to $24,999","$1000 TO 2999",11,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",21,"Moderately satisfied","Continue to work","Favor",12,10,5
"Retired",33,"Never married",17,4,3,11,7,14,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",63,"Should be legal","YES","Very happy","VERY HAPPY","Dull","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,10,1
"Working full time",35,"Never married",2,1,71,14,15,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",36,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",25,"Moderately satisfied","Continue to work","Favor",9,10,14
"In school",51,"Married",16,1,15,10,19,19,"Bachelor's","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",29,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,1,2
"Keeping house",24,"Married",2,4,16,9,4,7,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$10000 - 14999",8175,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Favor",1,15,2
"Working full time",33,"Never married",11,2,20,9,7,5,"High school","MALE","Other","YES","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,10,1
"Working full time",33,"Never married",2,2,27,9,4,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",27,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",30,"Very satisfied","Continue to work","Favor",1,19,4
"Working full time",33,"Never married",1,1,22,14,5,9,"Graduate","MALE","Black","YES","$25,000 or more","$25000 OR MORE",27,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",27,"Very satisfied","Stop working","Favor",12,14,1
"Working full time",33,"Never married",11,3,51,5,20,7,"High school","MALE","Black","YES","$25,000 or more","$10000 - 14999",109,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Continue to work","Favor",1,16,6
"Unemployed, laid off, looking for work",33,"Married",11,5,4,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",92,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",13,15,1
"Working part time",32,"Divorced",2,1,8,7,7,8,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",9,3,13
"Retired",28,"Married",16,8,21,7,9,5,"Associate/junior college","MALE","Black","NO","$25,000 or more","$25000 OR MORE",105,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,2,1
