"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Unemployed, laid off, looking for work",26,"Married",2,1,38,9,5,6,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",84,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"Working part time",33,"Widowed",17,4,29,5,20,18,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",11,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",12,2,1
"Working full time",4,"Married",15,4,50,9,7,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$5000 TO 5999",325,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",21,"Very satisfied","Stop working","Oppose",9,16,1
"Keeping house",33,"Married",17,1,27,5,5,5,"Bachelor's","MALE","Black","NO","$25,000 or more","$25000 OR MORE",69,"Should be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"A little dissatisfied","Continue to work","Favor",9,2,1
"Working full time",61,"Married",2,1,44,9,9,5,"High school","MALE","White","NO","$25,000 or more","$15000 - 19999",618,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",14,14,6
"Working part time",33,"Married",2,4,61,5,18,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",14,15,3
"Working part time",33,"Divorced",2,5,10,6,8,14,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",12,10,15
"Working part time",33,"Never married",2,1,27,5,18,7,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",35,"Very satisfied","Continue to work","Favor",1,17,11
"Working full time",33,"Married",20,4,29,10,5,5,"Less than high school","FEMALE","White","NO","$20,000 to $24,999","$25000 OR MORE",60,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",12,14,2
"Retired",33,"Never married",20,7,41,3,9,6,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2696,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,10,21
"Other",24,"Never married",17,4,2,6,20,7,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,17,1
"Working full time",25,"Married",11,3,15,6,9,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,19,3
"In school",29,"Married",17,1,44,6,5,20,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",13,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",30,"Moderately satisfied","Continue to work","Favor",9,10,1
"Working full time",13,"Widowed",11,1,18,7,20,14,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,16,2
"Retired",18,"Divorced",2,3,7,9,11,7,"High school","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",118,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Favor",2,14,1
"Keeping house",13,"Widowed",15,3,42,9,9,8,"Less than high school","FEMALE","White","NO","$20,000 to $24,999","$25000 OR MORE",9,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,8
"Working full time",33,"Never married",11,3,16,7,3,20,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Continue to work","Favor",14,1,2
"Working full time",44,"Separated",20,2,63,5,7,5,"Less than high school","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",2696,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,14,16
"Retired",33,"Married",11,4,47,11,1,18,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$10000 - 14999",36,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",30,"Moderately satisfied","Stop working","Favor",9,18,1
"Working full time",8,"Divorced",11,2,39,4,6,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,1,16
"Working full time",33,"Married",11,1,38,11,9,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,2,1
"Working full time",24,"Divorced",2,2,38,7,11,19,"Bachelor's","MALE","White","YES","$25,000 or more","$15000 - 19999",14,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,16,1
"Working full time",17,"Married",11,1,38,9,5,9,"High school","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",49,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",38,"Very satisfied","Stop working","Favor",15,15,1
"Retired",38,"Married",15,4,14,9,5,5,"High school","MALE","Other","YES","$1,000 to $2,999","$25000 OR MORE",2696,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",2,2,1
"Retired",33,"Divorced",16,5,36,11,20,21,"High school","MALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",136,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,16,15
"Keeping house",49,"Never married",16,5,28,10,18,7,"Associate/junior college","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",41,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",1,10,9
"Working full time",28,"Never married",2,1,35,5,11,3,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",7,10,16
"With a job, but not at work because of temporary illness, vacation, strike",24,"Married",2,1,61,11,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",12,1,1
"Working full time",3,"Married",15,3,42,14,18,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",260,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",19,"Very satisfied","Continue to work","Favor",2,16,3
"Working full time",41,"Married",21,1,23,11,14,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",11,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",1,2,2
"Working full time",38,"Married",18,1,40,9,5,5,"Less than high school","MALE","White","YES","$25,000 or more","$15000 - 19999",336,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL",15,"Very satisfied","Continue to work","Favor",2,10,1
"Working full time",24,"Married",18,2,31,8,5,5,"Bachelor's","MALE","Other","YES","$25,000 or more","$25000 OR MORE",61,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,2,8
"Working full time",33,"Married",16,3,32,10,5,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",4,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",9,15,1
"Keeping house",1,"Never married",16,1,53,9,4,5,"Less than high school","MALE","White","NO","$10,000 to $14,999","$25000 OR MORE",30,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,7,4
"Other",33,"Married",2,3,48,7,18,11,"Less than high school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",24,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",40,"Very satisfied","Stop working","Favor",17,15,1
"Working full time",49,"Married",15,3,16,12,9,10,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",304,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",9,15,17
"Working part time",35,"Married",15,1,14,6,5,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",260,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"With a job, but not at work because of temporary illness, vacation, strike",36,"Never married",18,3,30,6,1,9,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",25,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL",42,"Moderately satisfied","Continue to work","Favor",9,2,1
"Working full time",58,"Married",16,1,30,3,5,5,"High school","MALE","Other","YES","$25,000 or more","$10000 - 14999",144,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,1,5
"Working full time",33,"Married",8,2,21,6,9,5,"High school","MALE","Black","YES","$25,000 or more","LT $1000",16,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,10,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",18,7,5,5,5,5,"Associate/junior college","MALE","White","YES","$20,000 to $24,999","$10000 - 14999",32,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",38,"Very satisfied","Stop working","Favor",13,16,1
"Working full time",53,"Never married",2,1,9,6,11,5,"High school","MALE","White","YES","$20,000 to $24,999","$25000 OR MORE",109,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",2,17,1
