"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working full time",33,"Married",11,3,22,7,5,5,"High school","MALE","Other","YES","$25,000 or more","$20000 - 24999",1307,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,15,8
"With a job, but not at work because of temporary illness, vacation, strike",24,"Married",17,3,32,9,10,9,"Associate/junior college","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",40,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",14,17,5
"Working full time",33,"Never married",11,2,50,9,20,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",44,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",34,"Moderately satisfied","Stop working","Favor",9,14,1
"Keeping house",44,"Married",21,2,62,8,21,18,"High school","MALE","Black","NO","$25,000 or more","$25000 OR MORE",600,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",9,16,1
"Keeping house",71,"Widowed",2,6,33,4,5,5,"Bachelor's","MALE","White","YES","Under $1,000","$5000 TO 5999",39,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",13,10,3
"Working full time",33,"Divorced",2,3,19,9,9,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",32,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",1,3,1
"With a job, but not at work because of temporary illness, vacation, strike",25,"Widowed",16,5,70,11,5,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,1,1
"Working part time",44,"Divorced",17,2,38,5,18,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",28,"Should be legal","NO","Very happy","VERY HAPPY","Dull","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Stop working","Favor",2,14,1
"Retired",33,"Never married",11,1,15,5,9,5,"High school","MALE","Black","YES","$25,000 or more","$20000 - 24999",166,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,15,18
"In school",24,"Married",2,2,16,11,14,9,"Graduate","FEMALE","Other","NO","$25,000 or more","$8000 TO 9999",14,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,14,1
"Working full time",28,"Married",16,1,59,21,5,9,"High school","MALE","Black","NO","$10,000 to $14,999","$25000 OR MORE",60,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",34,"Very satisfied","Continue to work","Favor",1,1,1
"Retired",33,"Separated",3,1,22,9,5,5,"Associate/junior college","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",1446,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",2,14,15
"Retired",28,"Never married",11,2,17,5,3,17,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",65,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",2,17,4
"Working full time",24,"Divorced",21,1,50,9,9,5,"Less than high school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",618,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Oppose",2,16,1
"Retired",13,"Divorced",15,5,11,6,5,9,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",166,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",12,15,5
"Other",28,"Separated",19,1,52,5,5,5,"Associate/junior college","MALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,2,15
"Retired",48,"Married",15,4,47,9,5,15,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Dull","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Very satisfied","Continue to work","Favor",12,10,1
"Working full time",63,"Married",15,3,17,9,13,7,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",67,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",40,"A little dissatisfied","Continue to work","Favor",12,15,6
"Working full time",33,"Widowed",16,3,42,6,5,5,"Associate/junior college","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",1,2,11
"In school",54,"Married",2,4,38,7,6,14,"Graduate","MALE","White","YES","$25,000 or more","$20000 - 24999",16,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,15,1
"Retired",33,"Divorced",1,5,9,5,7,5,"High school","FEMALE","White","NO","$25,000 or more","$20000 - 24999",7,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",23,"Very dissatisfied","Stop working","Favor",4,15,2
"Keeping house",49,"Married",18,2,30,7,7,5,"Associate/junior college","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",17,15,1
"Working part time",7,"Widowed",2,5,58,5,9,5,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",84,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",14,2,1
"Working full time",29,"Married",16,1,11,9,5,8,"Bachelor's","MALE","Other","NO","$25,000 or more","$25000 OR MORE",8,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",12,1,1
"Working full time",13,"Married",21,3,30,5,4,18,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",40,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",40,"Moderately satisfied","Continue to work","Favor",2,14,1
"Retired",28,"Married",21,2,24,6,7,6,"Less than high school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,15,3
"Working full time",33,"Married",14,3,37,10,11,5,"Bachelor's","MALE","White","NO","$15,000 to $19,999","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Moderately satisfied","Stop working","Favor",12,10,14
"Working part time",33,"Married",3,3,12,5,5,9,"Bachelor's","MALE","Black","YES","$20,000 to $24,999","$10000 - 14999",32,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Oppose",1,18,1
"Working part time",33,"Never married",11,1,25,12,7,3,"Graduate","MALE","White","YES","$25,000 or more","$15000 - 19999",8175,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",40,"Very satisfied","Continue to work","Favor",2,19,1
"Working full time",44,"Married",20,5,42,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",7,"Moderately satisfied","Continue to work","Favor",13,14,6
"Working part time",31,"Married",2,5,21,6,5,19,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",245,"Should not be legal","NO","Not too happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",3,16,6
"Keeping house",44,"Married",11,1,30,6,5,7,"Graduate","MALE","White","YES","$20,000 to $24,999","$25000 OR MORE",90,"Should be legal","NO","Pretty happy","NOT TOO HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",5,"Moderately satisfied","Stop working","Favor",12,15,1
"Keeping house",49,"Widowed",18,1,53,10,11,8,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",71,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",22,"Moderately satisfied","Continue to work","Favor",1,10,1
"Working full time",33,"Married",2,3,17,9,5,4,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$10000 - 14999",166,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",30,"Very satisfied","Continue to work","Favor",13,15,4
"Working full time",54,"Divorced",11,3,39,9,19,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",9,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",16,"Moderately satisfied","Continue to work","Favor",2,15,1
"Working part time",61,"Married",11,4,24,5,5,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",2099,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",21,"Very satisfied","Continue to work","Favor",12,16,3
"Working full time",33,"Divorced",16,4,47,6,7,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Oppose",13,1,1
"Working full time",21,"Divorced",2,1,9,5,11,7,"High school","FEMALE","White","YES","$25,000 or more","$10000 - 14999",741,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME",37,"A little dissatisfied","Continue to work","Oppose",2,11,1
"In school",39,"Married",15,1,24,5,9,9,"High school","MALE","Black","YES","$25,000 or more","$5000 TO 5999",285,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",12,7,21
"Unemployed, laid off, looking for work",33,"Married",16,1,23,9,20,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",1,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,14,1
"In school",13,"Never married",18,1,12,7,5,5,"Associate/junior college","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",84,"Should not be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",41,"Very satisfied","Stop working","Favor",12,2,6
"Working full time",38,"Divorced",21,2,17,14,9,6,"High school","FEMALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",2099,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,10,6
"Retired",31,"Never married",15,5,68,5,21,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",39,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,17,1
"Working full time",25,"Married",18,1,11,9,20,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",12,10,1
"Working full time",33,"Married",17,3,25,11,9,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",44,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,15,1
"Keeping house",66,"Married",16,2,35,14,14,5,"High school","FEMALE","White","NO","$4,000 to $4,999","$8000 TO 9999",26,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Oppose",2,10,1
"In school",33,"Never married",11,1,1,5,18,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Favor",9,10,14
"In school",33,"Separated",3,1,34,4,13,7,"Less than high school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"A little dissatisfied","Continue to work","Oppose",9,16,1
"Working full time",14,"Never married",1,2,39,5,7,17,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",9,2,1
"Working part time",33,"Married",13,3,25,7,4,5,"Associate/junior college","FEMALE","White","NO","Under $1,000","$25000 OR MORE",1307,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",39,"Moderately satisfied","Continue to work","Favor",1,18,1
"Working full time",33,"Married",15,3,51,14,9,8,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Stop working","Favor",15,1,5
"Working full time",54,"Married",17,2,42,7,9,11,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",40,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",5,1,21
"With a job, but not at work because of temporary illness, vacation, strike",33,"Married",17,1,70,8,19,21,"High school","MALE","Black","YES","$25,000 or more","$8000 TO 9999",166,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,14,1
"Working full time",38,"Divorced",15,4,39,14,9,7,"Bachelor's","FEMALE","White","YES","$25,000 or more","$15000 - 19999",602,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,16,1
"Retired",28,"Married",16,8,21,7,9,5,"Associate/junior college","MALE","Black","NO","$25,000 or more","$25000 OR MORE",105,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,2,1
"Working full time",33,"Never married",1,1,22,14,5,9,"Graduate","MALE","Black","YES","$25,000 or more","$25000 OR MORE",27,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",27,"Very satisfied","Stop working","Favor",12,14,1
"Working full time",38,"Never married",17,2,56,7,3,1,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",63,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",17,"Moderately satisfied","Continue to work","Favor",9,2,1
"Keeping house",33,"Divorced",2,9,70,2,17,9,"Less than high school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",2696,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",30,"Moderately satisfied","Continue to work","Favor",2,14,21
"Keeping house",28,"Never married",2,5,22,5,14,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",26,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,10,11
"Working full time",54,"Never married",18,4,15,4,6,4,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,10,1
"Other",13,"Married",18,6,11,6,7,5,"Associate/junior college","FEMALE","Black","NO","$25,000 or more","$7000 TO 7999",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL",42,"Very satisfied","Continue to work","Oppose",13,1,8
"Working full time",33,"Married",2,4,45,5,9,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",118,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",14,18,1
"Working full time",33,"Never married",11,1,13,14,5,16,"Bachelor's","FEMALE","White","YES","$25,000 or more","$4000 TO 4999",105,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",30,"Very satisfied","Stop working","Favor",12,14,21
"Working full time",33,"Married",11,1,18,10,21,1,"Graduate","MALE","White","YES","$20,000 to $24,999","$7000 TO 7999",1198,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",42,"Very satisfied","Stop working","Favor",13,1,4
"Keeping house",33,"Married",2,3,8,9,5,7,"Graduate","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",1,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",35,"Very satisfied","Stop working","Favor",14,2,5
"Retired",33,"Never married",19,5,36,5,10,20,"Less than high school","MALE","Black","YES","$25,000 or more","$10000 - 14999",8175,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",2,15,1
"Unemployed, laid off, looking for work",44,"Married",15,3,47,9,9,6,"High school","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",39,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",2,14,5
"Unemployed, laid off, looking for work",24,"Married",4,4,22,5,19,5,"Graduate","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",16,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",14,15,3
"Working full time",33,"Married",17,4,44,6,11,12,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Stop working","Favor",1,14,11
"Working full time",44,"Never married",2,2,14,9,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",27,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",27,"Moderately satisfied","Continue to work","Favor",13,17,1
"Working part time",2,"Married",15,3,44,9,1,9,"High school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",7,"Should be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,2,6
"Keeping house",35,"Never married",1,6,31,5,17,9,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working part time",33,"Married",17,4,17,9,9,9,"Less than high school","MALE","White","YES","$25,000 or more","$25000 OR MORE",105,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,10,1
"Working part time",33,"Married",18,1,23,7,5,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",41,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Oppose",1,11,1
"Working full time",18,"Married",18,2,22,7,5,9,"Graduate","MALE","Black","NO","$15,000 to $19,999","$25000 OR MORE",21,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",36,"Very satisfied","Continue to work","Oppose",14,14,15
