"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Keeping house",7,"Never married",11,5,11,5,5,17,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",74,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",42,"Moderately satisfied","Continue to work","Favor",12,14,11
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",2,2,45,8,9,5,"High school","FEMALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,14,9
"Retired",33,"Married",11,6,32,5,14,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",48,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,14,16
"Retired",25,"Never married",16,4,53,8,5,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$10000 - 14999",11,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",13,17,1
"Working full time",44,"Married",2,4,31,9,5,18,"Bachelor's","MALE","Other","NO","$25,000 or more","$25000 OR MORE",43,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",2,2,11
"Working full time",31,"Never married",17,1,18,9,6,5,"Less than high school","MALE","White","YES","$25,000 or more","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",3,10,18
"Working full time",25,"Married",2,3,51,14,19,5,"Graduate","MALE","Other","NO","$25,000 or more","$25000 OR MORE",48,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",9,19,4
"Working full time",51,"Married",15,6,26,6,5,3,"Bachelor's","FEMALE","White","NO","$15,000 to $19,999","$25000 OR MORE",44,"Should not be legal","YES","Very happy","NOT TOO HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",9,15,1
"Working full time",61,"Married",6,5,18,5,4,17,"Less than high school","FEMALE","Other","NO","$10,000 to $14,999","$25000 OR MORE",3793,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",16,"Very satisfied","Continue to work","Favor",15,10,6
"Working part time",33,"Divorced",19,1,29,8,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$4000 TO 4999",166,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",11,16,1
"Retired",33,"Married",2,2,26,5,9,5,"Graduate","MALE","Other","NO","$25,000 or more","$25000 OR MORE",39,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,14,21
"Working full time",13,"Married",11,3,27,9,11,5,"Bachelor's","MALE","White","YES","$25,000 or more","$20000 - 24999",198,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",14,"Very satisfied","Stop working","Favor",12,17,16
"Working full time",33,"Never married",15,1,19,10,19,15,"Graduate","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",137,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",2,14,3
"Working full time",44,"Never married",18,3,34,11,9,5,"High school","MALE","Other","YES","$25,000 or more","$25000 OR MORE",30,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",40,"Very satisfied","Stop working","Favor",12,2,1
"Working part time",33,"Divorced",2,5,10,6,8,14,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",12,10,15
"Working full time",28,"Married",2,3,57,7,11,5,"High school","MALE","White","YES","$25,000 or more","$10000 - 14999",118,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Oppose",9,15,1
"Working part time",38,"Divorced",2,1,71,9,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",70,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",14,1,21
"Working full time",35,"Married",21,2,46,5,5,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",30,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",16,"Moderately satisfied","Continue to work","Favor",18,10,4
"Working part time",18,"Married",11,2,19,8,4,7,"High school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",109,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",8,"Moderately satisfied","Continue to work","Favor",2,15,21
"Retired",24,"Widowed",3,5,56,3,5,7,"Less than high school","MALE","Black","YES","$25,000 or more","$6000 TO 6999",10,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,2,6
"Working part time",38,"Married",2,1,34,4,5,21,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",3,"Very satisfied","Continue to work","Favor",2,15,1
"Working full time",13,"Divorced",20,4,8,7,6,3,"Graduate","FEMALE","White","NO","$7,000 to $7,999","$25000 OR MORE",64,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",30,"Very satisfied","Continue to work","Favor",2,1,1
"Keeping house",44,"Divorced",2,3,71,20,5,18,"High school","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",600,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,10,1
"Working full time",54,"Married",11,2,23,7,18,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",48,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,10,1
"Working full time",33,"Never married",15,5,11,7,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",10,18,3
"Working full time",13,"Married",15,3,45,7,5,21,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Favor",2,2,21
"Working full time",33,"Married",20,4,31,13,1,1,"Less than high school","FEMALE","Other","NO","$25,000 or more","$10000 - 14999",3793,"Should be legal","NO","Very happy","NOT TOO HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",15,10,15
"Working part time",54,"Divorced",18,3,39,21,7,9,"High school","MALE","Black","YES","$25,000 or more","$20000 - 24999",21,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",40,"Very satisfied","Continue to work","Favor",1,15,18
"Other",62,"Never married",18,6,5,21,3,15,"Less than high school","MALE","Other","NO","$25,000 or more","$25000 OR MORE",33,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working full time",44,"Widowed",11,1,60,21,5,18,"Bachelor's","FEMALE","White","YES","$20,000 to $24,999","$10000 - 14999",41,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",2,14,15
"Working full time",33,"Married",11,1,33,5,4,5,"High school","MALE","White","NO","$25,000 or more","$1000 TO 2999",399,"Should be legal","YES","Not too happy","PRETTY HAPPY","Dull","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Oppose",12,1,21
"Working full time",33,"Widowed",16,4,49,10,5,18,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",4,17,18
"Working full time",18,"Never married",2,4,41,7,5,5,"High school","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",1307,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,15,1
"Working full time",38,"Never married",2,1,53,9,14,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",618,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",13,15,8
"Working full time",33,"Widowed",18,3,13,21,6,5,"Bachelor's","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",46,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",15,14,15
"Working full time",54,"Never married",16,1,43,5,3,6,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Very satisfied","Continue to work","Favor",9,14,1
"Working full time",7,"Married",15,1,69,7,7,10,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",28,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",10,10,6
"Working full time",25,"Married",11,3,15,6,9,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,19,3
"Working full time",35,"Married",15,4,48,8,11,7,"High school","FEMALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",32,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",16,"Very satisfied","Continue to work","Favor",2,15,1
"Retired",24,"Married",15,1,46,9,9,7,"High school","MALE","White","YES","$20,000 to $24,999","$25000 OR MORE",30,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,5,4
"Working part time",33,"Married",18,1,23,7,5,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",41,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Oppose",1,11,1
"Retired",28,"Divorced",1,3,54,5,9,19,"Bachelor's","FEMALE","White","YES","$25,000 or more","$15000 - 19999",30,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",23,"Moderately satisfied","Stop working","Favor",16,16,2
"Working full time",33,"Married",15,2,18,9,5,19,"Graduate","MALE","Other","NO","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,14,1
"Working full time",13,"Widowed",11,1,18,7,20,14,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,16,2
"Keeping house",33,"Married",16,1,38,5,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",1307,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,17,6
"Unemployed, laid off, looking for work",31,"Married",2,1,33,9,21,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",90,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,14,1
"Keeping house",7,"Married",15,3,48,8,9,7,"Bachelor's","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",60,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,10,1
"Unemployed, laid off, looking for work",33,"Married",11,5,4,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",92,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",13,15,1
"Keeping house",44,"Never married",16,3,24,5,8,9,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",125,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,19,1
"With a job, but not at work because of temporary illness, vacation, strike",39,"Married",16,1,15,3,16,6,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",17,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",29,"Very satisfied","Stop working","Oppose",9,10,7
"In school",54,"Married",2,4,38,7,6,14,"Graduate","MALE","White","YES","$25,000 or more","$20000 - 24999",16,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,15,1
"Working part time",54,"Never married",2,3,71,12,14,5,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",9,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,16,1
"Retired",33,"Separated",3,1,22,9,5,5,"Associate/junior college","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",1446,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",2,14,15
"Working full time",33,"Never married",11,1,17,4,4,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",36,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",1,16,1
"Keeping house",44,"Married",11,1,30,6,5,7,"Graduate","MALE","White","YES","$20,000 to $24,999","$25000 OR MORE",90,"Should be legal","NO","Pretty happy","NOT TOO HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",5,"Moderately satisfied","Stop working","Favor",12,15,1
"Retired",8,"Married",18,3,59,8,21,10,"Associate/junior college","FEMALE","Other","NO","$3,000 to $3,999","$15000 - 19999",49,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",9,19,1
"Working full time",33,"Never married",11,3,22,11,6,1,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",67,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",12,10,4
"Retired",33,"Married",11,1,46,9,7,18,"Less than high school","FEMALE","Other","YES","$25,000 or more","$8000 TO 9999",9,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",40,"Very satisfied","Continue to work","Favor",1,10,1
"Working part time",54,"Widowed",1,5,60,9,4,11,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,17,1
"Working full time",71,"Married",15,3,46,9,9,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",3,2,1
"Working full time",28,"Widowed",11,2,62,5,5,17,"High school","FEMALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",166,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Retired",18,"Married",2,4,40,7,5,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,10,1
"Working full time",44,"Married",11,1,12,9,4,19,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"A little dissatisfied","Stop working","Favor",1,3,1
"Working full time",44,"Widowed",21,1,16,9,18,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",7,"Very satisfied","Continue to work","Oppose",12,14,11
"Working full time",18,"Never married",2,1,36,11,7,5,"Bachelor's","MALE","Other","NO","$15,000 to $19,999","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,19,3
"Working full time",41,"Never married",11,4,11,5,7,13,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",1,15,1
"Working full time",33,"Married",15,3,51,14,9,8,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Stop working","Favor",15,1,5
"Retired",18,"Never married",2,3,20,11,6,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",7,"Should be legal","NO","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",12,19,1
"Working part time",33,"Married",11,3,17,9,5,7,"Graduate","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",23,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",14,16,1
"Working part time",33,"Married",1,3,29,5,11,9,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",1446,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,17,3
"Working full time",24,"Never married",4,4,8,8,21,6,"High school","FEMALE","Black","YES","$1,000 to $2,999","$25000 OR MORE",714,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",7,"Very satisfied","Stop working","Favor",9,17,6
"With a job, but not at work because of temporary illness, vacation, strike",60,"Married",18,2,23,9,9,16,"High school","FEMALE","White","YES","$25,000 or more","$10000 - 14999",64,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,17,3
"Working full time",33,"Married",11,3,22,7,5,5,"High school","MALE","Other","YES","$25,000 or more","$20000 - 24999",1307,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,15,8
"Retired",24,"Married",18,3,18,14,5,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",16,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,3,21
"Keeping house",2,"Never married",18,2,36,4,8,7,"High school","MALE","Other","NO","$25,000 or more","$7000 TO 7999",3,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",40,"Moderately satisfied","Stop working","Favor",9,2,1
