"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"In school",25,"Married",20,1,54,8,18,5,"High school","FEMALE","Other","NO","$25,000 or more","$20000 - 24999",166,"Should be legal","NO","Not too happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",1,15,1
"Retired",44,"Married",16,1,47,9,9,20,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$3000 TO 3999",325,"Should not be legal","NO","Not too happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",13,2,3
"Working full time",33,"Never married",11,1,24,9,20,3,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",43,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",2,16,15
"Working part time",33,"Never married",15,1,3,7,7,10,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",43,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Very dissatisfied","Continue to work","Favor",14,10,1
"Keeping house",35,"Never married",1,6,31,5,17,9,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working full time",7,"Never married",19,3,40,11,9,5,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",741,"Should be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",35,"Moderately satisfied","Continue to work","Favor",9,16,4
"Working full time",61,"Divorced",17,5,36,5,11,5,"Less than high school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",12,14,1
"With a job, but not at work because of temporary illness, vacation, strike",38,"Divorced",15,1,6,8,10,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",49,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,1
"Other",54,"Married",10,2,66,19,5,8,"Less than high school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",10,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",5,"Moderately satisfied","Continue to work","Favor",15,16,3
"Working full time",33,"Never married",16,4,1,5,5,18,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",84,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",7,"Moderately satisfied","Continue to work","Favor",15,10,1
"Keeping house",54,"Never married",2,1,13,6,17,16,"Bachelor's","MALE","Other","YES","$25,000 or more","$25000 OR MORE",39,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Favor",9,2,1
"Retired",28,"Married",17,2,50,11,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",75,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Oppose",2,1,12
"Working full time",38,"Never married",2,1,53,9,14,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",618,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",13,15,8
"Working full time",33,"Widowed",1,2,46,5,6,21,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",13,15,1
"In school",44,"Married",1,4,17,12,1,3,"Graduate","FEMALE","White","YES","$25,000 or more","$20000 - 24999",71,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME",39,"Moderately satisfied","Continue to work","Favor",13,16,1
"Other",20,"Married",5,4,26,6,8,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",29,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,14,1
"Working full time",28,"Divorced",19,3,34,9,20,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",74,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",17,10,14
"Retired",54,"Never married",1,3,68,10,7,13,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,6,1
"Working full time",45,"Married",16,2,60,14,11,5,"Graduate","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",94,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",32,"Very satisfied","Continue to work","Favor",1,10,1
"Retired",33,"Married",11,3,67,7,18,7,"High school","MALE","Other","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",9,14,1
"Working full time",5,"Never married",2,1,13,9,7,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",618,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",15,14,1
"Working full time",44,"Separated",20,2,63,5,7,5,"Less than high school","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",2696,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,14,16
"Keeping house",33,"Married",11,1,11,9,18,9,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",14,"Very satisfied","Continue to work","Favor",17,10,1
"With a job, but not at work because of temporary illness, vacation, strike",44,"Married",2,1,43,11,10,9,"Graduate","MALE","Other","NO","$25,000 or more","$7000 TO 7999",11,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",13,14,21
"Working part time",33,"Divorced",3,7,9,5,9,3,"High school","FEMALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",285,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,19,3
"Working full time",24,"Widowed",16,3,34,10,11,5,"Bachelor's","MALE","White","YES","$8,000 to $9,999","$10000 - 14999",3,"Should not be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL",1,"Moderately satisfied","Continue to work","Favor",9,10,1
"Working part time",13,"Never married",11,2,10,7,5,2,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",70,"Should not be legal","NO","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",26,"Very dissatisfied","Stop working","Favor",9,14,8
"Working full time",28,"Married",2,3,25,8,9,18,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",600,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",9,17,16
"Working full time",24,"Divorced",2,2,38,7,11,19,"Bachelor's","MALE","White","YES","$25,000 or more","$15000 - 19999",14,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,16,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",2,1,6,5,4,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",14,10,6
"Working part time",33,"Married",16,2,32,5,20,1,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Favor",13,2,1
"Working full time",28,"Never married",11,3,7,5,17,11,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",8,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working full time",54,"Never married",15,3,24,10,7,5,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Oppose",9,14,2
"Working full time",44,"Never married",11,3,1,5,5,7,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","NO","Pretty happy","NOT TOO HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",13,10,1
"Retired",33,"Separated",16,4,57,3,1,20,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Oppose",2,14,7
"Working full time",24,"Married",2,4,24,10,5,9,"Graduate","FEMALE","White","NO","$4,000 to $4,999","$10000 - 14999",26,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",42,"Moderately satisfied","Stop working","Favor",9,2,1
"Unemployed, laid off, looking for work",30,"Divorced",12,1,14,5,10,20,"High school","FEMALE","White","YES","Under $1,000","$25000 OR MORE",285,"Should not be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",36,"Very satisfied","Stop working","Favor",2,15,1
"Retired",44,"Married",2,7,51,11,9,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",13,2,1
"In school",2,"Divorced",15,1,33,4,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",40,"Moderately satisfied","Stop working","Favor",12,2,4
"Working full time",28,"Widowed",11,3,36,9,5,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",3,"Moderately satisfied","Stop working","Favor",2,16,1
"Unemployed, laid off, looking for work",33,"Married",2,1,33,5,5,17,"Graduate","MALE","White","YES","$25,000 or more","LT $1000",124,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"A little dissatisfied","Stop working","Favor",1,14,1
"Retired",71,"Married",11,4,25,5,7,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",32,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",1,15,1
"Other",9,"Married",19,9,34,5,10,5,"Graduate","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",16,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Oppose",13,10,1
"Retired",33,"Divorced",2,3,49,14,8,20,"Graduate","FEMALE","White","YES","$25,000 or more","$15000 - 19999",1198,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Oppose",12,19,5
"Retired",17,"Married",20,4,53,5,9,4,"Bachelor's","MALE","Other","NO","$25,000 or more","$25000 OR MORE",260,"Should be legal","NO","Not too happy","PRETTY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",35,"Very satisfied","Stop working","Favor",9,16,1
"Keeping house",33,"Widowed",3,4,71,20,7,17,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",9,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,16,1
"Working full time",33,"Never married",16,3,7,9,7,4,"Less than high school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",90,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,15,1
"Retired",33,"Married",19,2,46,20,3,20,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",17,14,15
"Working full time",31,"Never married",20,5,40,4,5,1,"Less than high school","MALE","Other","NO","$10,000 to $14,999","$25000 OR MORE",462,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",25,"Moderately satisfied","Continue to work","Favor",9,1,1
"Keeping house",33,"Divorced",15,3,45,9,19,20,"Bachelor's","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",11,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",30,"A little dissatisfied","Stop working","Favor",14,10,4
"Working full time",49,"Never married",15,1,17,14,12,11,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",2,10,4
"Working part time",31,"Widowed",16,2,20,5,5,1,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",25,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Very satisfied","Stop working","Favor",9,14,1
"Working full time",33,"Married",16,1,26,11,4,16,"Graduate","FEMALE","White","YES","Under $1,000","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",9,19,11
"Retired",33,"Never married",17,4,3,11,7,14,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",63,"Should be legal","YES","Very happy","VERY HAPPY","Dull","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,10,1
"Keeping house",29,"Never married",15,5,22,21,13,7,"High school","MALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",563,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",13,18,1
"Retired",49,"Married",2,3,33,9,21,5,"Graduate","MALE","White","YES","$25,000 or more","LT $1000",75,"Should be legal","NO","Not too happy","VERY HAPPY","Dull","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",17,10,21
"Working full time",58,"Married",11,2,41,5,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",13,14,1
"Retired",33,"Married",1,2,43,9,9,9,"Graduate","FEMALE","White","YES","$25,000 or more","$4000 TO 4999",48,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",2,16,6
"Working part time",44,"Married",1,1,32,5,5,5,"High school","FEMALE","White","NO","$15,000 to $19,999","$25000 OR MORE",67,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,15,1
"Working full time",33,"Married",11,3,29,9,5,10,"Bachelor's","MALE","White","NO","$20,000 to $24,999","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,17,1
"Working full time",33,"Married",11,1,18,10,21,1,"Graduate","MALE","White","YES","$20,000 to $24,999","$7000 TO 7999",1198,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",42,"Very satisfied","Stop working","Favor",13,1,4
"Working full time",33,"Married",2,3,16,9,5,5,"Graduate","MALE","White","NO","$25,000 or more","$5000 TO 5999",117,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",20,"Moderately satisfied","Stop working","Favor",1,10,1
"Working full time",4,"Married",15,4,50,9,7,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$5000 TO 5999",325,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",21,"Very satisfied","Stop working","Oppose",9,16,1
"Working part time",61,"Married",2,3,30,7,5,5,"Bachelor's","FEMALE","White","YES","$10,000 to $14,999","$10000 - 14999",12,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,16,1
"Working full time",33,"Never married",11,1,52,11,5,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",67,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",30,"A little dissatisfied","Stop working","Favor",2,14,1
"Working part time",13,"Never married",18,7,5,5,7,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",1526,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",8,"A little dissatisfied","Continue to work","Favor",9,10,1
"Working full time",63,"Married",17,2,28,12,9,20,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",26,"Moderately satisfied","Continue to work","Favor",1,1,1
"Working full time",28,"Widowed",17,2,9,7,16,18,"Bachelor's","MALE","Black","YES","$25,000 or more","$5000 TO 5999",3,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",5,"Moderately satisfied","Continue to work","Favor",9,14,1
"Retired",24,"Widowed",3,5,56,3,5,7,"Less than high school","MALE","Black","YES","$25,000 or more","$6000 TO 6999",10,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",2,2,6
"Keeping house",33,"Married",15,3,30,5,11,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",124,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",39,"A little dissatisfied","Stop working","Oppose",1,10,1
"Working full time",33,"Never married",2,1,39,7,9,9,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",5,"Moderately satisfied","Continue to work","Favor",1,14,15
"Keeping house",71,"Widowed",2,6,33,4,5,5,"Bachelor's","MALE","White","YES","Under $1,000","$5000 TO 5999",39,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",13,10,3
"Retired",33,"Widowed",16,3,57,14,17,7,"Less than high school","FEMALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",5,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY",30,"Moderately satisfied","Continue to work","Favor",9,15,3
"Working full time",6,"Never married",15,4,29,11,1,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"In school",33,"Never married",11,1,1,5,18,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Favor",9,10,14
"In school",24,"Married",2,2,16,11,14,9,"Graduate","FEMALE","Other","NO","$25,000 or more","$8000 TO 9999",14,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,14,1
"Working part time",61,"Separated",15,3,57,5,7,11,"Bachelor's","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",41,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,16,2
"Working full time",24,"Never married",11,1,10,11,10,5,"Bachelor's","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",618,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",15,19,3
