"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working part time",31,"Married",2,5,21,6,5,19,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",245,"Should not be legal","NO","Not too happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",3,16,6
"Working full time",48,"Never married",2,3,31,14,5,5,"Graduate","MALE","Other","YES","$25,000 or more","$15000 - 19999",67,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,2,1
"Working full time",33,"Divorced",15,3,42,12,8,5,"Graduate","MALE","White","YES","$20,000 to $24,999","$25000 OR MORE",56,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Stop working","Favor",14,16,1
"Working full time",33,"Divorced",2,3,19,9,9,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",32,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",1,3,1
"Keeping house",29,"Widowed",15,3,23,9,7,18,"Less than high school","MALE","White","NO","$25,000 or more","$5000 TO 5999",805,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,14,1
"Retired",22,"Married",2,2,39,7,5,5,"Less than high school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",3,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,15,21
"Retired",52,"Never married",4,2,13,5,5,5,"High school","FEMALE","Black","YES","$10,000 to $14,999","$7000 TO 7999",19,"Should be legal","YES","Not too happy","PRETTY HAPPY","Dull","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,1,2
"In school",51,"Married",16,1,15,10,19,19,"Bachelor's","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",29,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,1,2
"Keeping house",33,"Never married",11,2,12,5,11,17,"Graduate","MALE","Other","YES","$25,000 or more","$1000 TO 2999",8175,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,2,4
"Unemployed, laid off, looking for work",44,"Married",16,7,25,5,5,10,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",16,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",27,"Moderately satisfied","Continue to work","Favor",13,15,1
"Keeping house",44,"Never married",16,3,24,5,8,9,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",125,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,19,1
"Working part time",33,"Divorced",3,7,9,5,9,3,"High school","FEMALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",285,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,19,3
"Working full time",44,"Married",11,1,12,9,4,19,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"A little dissatisfied","Stop working","Favor",1,3,1
"Working full time",35,"Never married",16,1,34,11,5,5,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",260,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,17,1
"Keeping house",24,"Married",3,2,10,6,7,4,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",1,10,1
"Working full time",16,"Married",11,1,23,5,5,9,"Less than high school","MALE","Other","NO","$10,000 to $14,999","$25000 OR MORE",32,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",23,"Very satisfied","Continue to work","Oppose",2,10,1
"Retired",28,"Married",16,8,21,7,9,5,"Associate/junior college","MALE","Black","NO","$25,000 or more","$25000 OR MORE",105,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,2,1
"Working part time",13,"Married",15,1,38,20,17,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",118,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",5,"A little dissatisfied","Continue to work","Favor",12,1,1
"Keeping house",33,"Married",11,3,43,6,18,9,"High school","MALE","White","YES","$20,000 to $24,999","$3000 TO 3999",4,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","A GREAT DEAL",40,"Moderately satisfied","Stop working","Favor",15,1,1
"Retired",28,"Married",21,2,24,6,7,6,"Less than high school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,15,3
"Working full time",35,"Married",21,2,46,5,5,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",30,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",16,"Moderately satisfied","Continue to work","Favor",18,10,4
"Working part time",21,"Married",16,1,4,5,5,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",1,3,11
"Working part time",15,"Married",11,1,21,4,11,7,"Graduate","MALE","White","YES","$25,000 or more","LT $1000",90,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME",1,"Very satisfied","Stop working","Favor",12,16,1
"Working full time",41,"Married",1,2,46,6,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",109,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,2,1
"With a job, but not at work because of temporary illness, vacation, strike",13,"Never married",11,4,19,7,15,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",95,"Should be legal","NO","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,19,21
"Retired",33,"Widowed",2,3,65,20,12,20,"Less than high school","MALE","White","NO","$25,000 or more","$25000 OR MORE",17,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",2,16,1
"Working part time",13,"Widowed",2,3,53,9,5,21,"Graduate","FEMALE","Other","NO","$15,000 to $19,999","$20000 - 24999",117,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Very dissatisfied","Continue to work","Favor",17,16,1
"Retired",33,"Never married",15,2,71,5,9,16,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",9,10,1
"Working part time",25,"Married",17,3,44,5,9,20,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",28,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",14,14,21
"Other",62,"Never married",18,6,5,21,3,15,"Less than high school","MALE","Other","NO","$25,000 or more","$25000 OR MORE",33,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,10,2
"With a job, but not at work because of temporary illness, vacation, strike",24,"Married",2,1,61,11,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",12,1,1
"Working full time",44,"Separated",1,2,30,5,11,21,"High school","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",1,10,15
"Working full time",45,"Married",16,2,60,14,11,5,"Graduate","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",94,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",32,"Very satisfied","Continue to work","Favor",1,10,1
"Working full time",58,"Married",16,1,30,3,5,5,"High school","MALE","Other","YES","$25,000 or more","$10000 - 14999",144,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,1,5
"Keeping house",41,"Married",2,4,59,5,9,4,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",1307,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",44,"A little dissatisfied","Continue to work","Favor",9,14,2
"Working full time",37,"Never married",16,4,1,9,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",9,"Very satisfied","Continue to work","Favor",12,14,3
"Keeping house",18,"Divorced",11,3,51,7,9,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",12,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working full time",54,"Married",2,4,15,9,5,16,"High school","FEMALE","White","YES","$25,000 or more","$4000 TO 4999",4,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",9,15,3
"Unemployed, laid off, looking for work",42,"Married",17,3,63,9,5,7,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",2099,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",2,9,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",11,1,11,9,3,7,"Graduate","MALE","Other","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",40,"Very satisfied","Continue to work","Oppose",1,19,3
"In school",33,"Divorced",2,1,29,7,9,9,"Bachelor's","MALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",137,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",30,"Very satisfied","Stop working","Favor",9,14,1
"Working full time",33,"Never married",2,5,9,9,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",602,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Stop working","Favor",1,10,1
"Working full time",33,"Widowed",16,4,56,6,15,7,"Less than high school","FEMALE","Black","NO","$15,000 to $19,999","$25000 OR MORE",21,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",3,"Very satisfied","Stop working","Favor",13,10,1
"Working full time",13,"Never married",15,4,17,11,11,5,"Less than high school","FEMALE","Black","YES","$25,000 or more","$5000 TO 5999",21,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",2,3,5
"Other",24,"Separated",15,1,69,7,5,14,"High school","MALE","Black","NO","$25,000 or more","$25000 OR MORE",71,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,1,4
"In school",29,"Married",17,1,44,6,5,20,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",13,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",30,"Moderately satisfied","Continue to work","Favor",9,10,1
"Working full time",46,"Widowed",18,3,45,9,1,17,"Less than high school","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",1,19,1
"Retired",18,"Never married",2,3,20,11,6,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",7,"Should be legal","NO","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",12,19,1
"Working full time",18,"Never married",11,1,25,9,9,18,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",71,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,10,2
"Unemployed, laid off, looking for work",33,"Married",11,5,4,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",92,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",13,15,1
"Working full time",24,"Married",1,3,60,8,6,15,"Associate/junior college","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",46,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",12,14,1
"With a job, but not at work because of temporary illness, vacation, strike",38,"Never married",15,4,45,12,20,18,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",70,"Should not be legal","NO","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,15,3
"Retired",33,"Married",19,3,28,6,1,9,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",48,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,10,1
"Unemployed, laid off, looking for work",18,"Married",11,4,20,7,8,13,"Bachelor's","MALE","White","YES","$25,000 or more","$3000 TO 3999",2696,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,10,1
"Retired",25,"Never married",16,4,53,8,5,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","$10000 - 14999",11,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",13,17,1
"Working full time",33,"Married",2,3,27,14,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",1,16,16
"Keeping house",33,"Widowed",11,3,22,9,5,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",30,"Very satisfied","Continue to work","Favor",13,15,6
"Working full time",33,"Married",11,1,18,10,21,1,"Graduate","MALE","White","YES","$20,000 to $24,999","$7000 TO 7999",1198,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",42,"Very satisfied","Stop working","Favor",13,1,4
"Keeping house",57,"Divorced",15,1,10,3,20,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",21,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",40,"Very satisfied","Stop working","Oppose",12,19,6
"Working full time",33,"Divorced",19,7,42,6,5,18,"High school","FEMALE","Black","YES","$5,000 to $5,999","$25000 OR MORE",24,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,15,1
"Retired",33,"Never married",11,2,5,6,7,4,"High school","MALE","Black","YES","$25,000 or more","$7000 TO 7999",8175,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,16,1
"Working part time",44,"Divorced",17,4,51,5,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",38,"Very satisfied","Continue to work","Favor",9,15,1
"Working full time",28,"Widowed",17,2,9,7,16,18,"Bachelor's","MALE","Black","YES","$25,000 or more","$5000 TO 5999",3,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",5,"Moderately satisfied","Continue to work","Favor",9,14,1
"Working full time",33,"Married",17,1,40,9,5,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",124,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",2,1,1
"Keeping house",19,"Divorced",2,1,11,5,7,7,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",118,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",14,15,3
"Working part time",41,"Married",11,1,42,9,9,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",67,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",40,"Moderately satisfied","Stop working","Favor",12,15,3
"Working part time",7,"Married",17,1,31,9,5,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should not be legal","NO","Very happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",12,10,4
"Working full time",46,"Married",15,2,11,12,5,9,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$10000 - 14999",3,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,20,1
"Working full time",33,"Never married",16,1,11,12,9,5,"High school","FEMALE","Other","YES","$25,000 or more","LT $1000",420,"Should be legal","YES","Very happy","PRETTY HAPPY","Dull","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,10,3
"Working full time",54,"Married",2,1,12,9,20,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","NO","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working full time",33,"Divorced",16,4,25,10,14,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",24,"Moderately satisfied","Continue to work","Favor",9,1,1
"Working full time",44,"Never married",11,1,21,11,5,5,"Bachelor's","MALE","Black","YES","$25,000 or more","$15000 - 19999",30,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",18,"Very satisfied","Continue to work","Favor",2,15,5
"Working full time",38,"Married",2,1,7,10,9,9,"Bachelor's","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",946,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",15,15,1
"Working full time",44,"Married",11,3,8,5,5,6,"Less than high school","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",6,"Very satisfied","Stop working","Favor",2,17,8
"Working full time",41,"Never married",11,4,11,5,7,13,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",1,15,1
"Working full time",33,"Married",16,1,26,11,4,16,"Graduate","FEMALE","White","YES","Under $1,000","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",9,19,11
"Retired",33,"Never married",17,3,48,6,9,7,"Bachelor's","FEMALE","Black","YES","$15,000 to $19,999","$25000 OR MORE",67,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",11,"Moderately satisfied","Continue to work","Favor",12,2,4
"Retired",26,"Never married",2,2,2,8,9,7,"High school","MALE","White","YES","$25,000 or more","LT $1000",7,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",41,"Moderately satisfied","Continue to work","Favor",13,14,1
