"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Other",44,"Married",2,3,51,5,1,5,"Less than high school","FEMALE","White","YES","$15,000 to $19,999","$5000 TO 5999",19,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,15,6
"Working full time",28,"Widowed",11,3,36,9,5,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",3,"Moderately satisfied","Stop working","Favor",2,16,1
"Working full time",21,"Never married",11,1,24,9,1,20,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",12,15,1
"Working full time",41,"Married",11,3,11,9,5,1,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,1,4
"Keeping house",58,"Married",19,1,38,11,7,10,"High school","MALE","Black","YES","$25,000 or more","$15000 - 19999",60,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,6
"Working full time",61,"Married",2,1,44,9,9,5,"High school","MALE","White","NO","$25,000 or more","$15000 - 19999",618,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",14,14,6
"Working full time",38,"Married",2,4,23,11,3,5,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Stop working","Favor",9,16,1
"Working full time",37,"Divorced",11,4,25,5,5,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should be legal","NO","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",2,1,1
"Retired",49,"Married",2,4,42,7,10,6,"Graduate","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",4,"Should be legal","NO","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",21,"Very dissatisfied","Continue to work","Favor",3,19,3
"Retired",33,"Never married",2,1,1,14,1,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",27,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",2,19,11
"Working full time",13,"Married",2,3,2,4,5,5,"High school","FEMALE","White","YES","$20,000 to $24,999","$20000 - 24999",64,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Oppose",13,10,1
"Working full time",53,"Never married",2,1,9,6,11,5,"High school","MALE","White","YES","$20,000 to $24,999","$25000 OR MORE",109,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",2,17,1
"Working part time",33,"Married",1,3,29,5,11,9,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",1446,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,17,3
"Other",24,"Never married",17,4,2,6,20,7,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,17,1
"Working full time",33,"Married",8,2,21,6,9,5,"High school","MALE","Black","YES","$25,000 or more","LT $1000",16,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,10,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",2,2,45,8,9,5,"High school","FEMALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,14,9
"Keeping house",33,"Widowed",2,6,38,1,16,5,"High school","FEMALE","White","NO","$25,000 or more","$5000 TO 5999",29,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",1,2,5
"Keeping house",33,"Married",15,3,30,5,11,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",124,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",39,"A little dissatisfied","Stop working","Oppose",1,10,1
"Working full time",54,"Married",11,2,23,7,18,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",48,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",9,10,1
"Keeping house",17,"Divorced",17,3,16,5,15,20,"Graduate","FEMALE","Black","NO","$10,000 to $14,999","$3000 TO 3999",166,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",1,"Very satisfied","Continue to work","Favor",18,16,1
"Working part time",44,"Divorced",17,4,51,5,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",38,"Very satisfied","Continue to work","Favor",9,15,1
"Working full time",31,"Never married",20,5,40,4,5,1,"Less than high school","MALE","Other","NO","$10,000 to $14,999","$25000 OR MORE",462,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",25,"Moderately satisfied","Continue to work","Favor",9,1,1
"In school",39,"Married",15,1,24,5,9,9,"High school","MALE","Black","YES","$25,000 or more","$5000 TO 5999",285,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",12,7,21
"Retired",33,"Divorced",16,5,36,11,20,21,"High school","MALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",136,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,16,15
"With a job, but not at work because of temporary illness, vacation, strike",44,"Married",2,1,43,11,10,9,"Graduate","MALE","Other","NO","$25,000 or more","$7000 TO 7999",11,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",13,14,21
"Working full time",33,"Widowed",2,1,32,6,5,7,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",64,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",2,14,1
"Working full time",33,"Never married",11,1,40,6,3,9,"Bachelor's","MALE","White","NO","$20,000 to $24,999","$25000 OR MORE",245,"Should be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",9,15,3
"Working part time",44,"Never married",16,1,19,9,5,18,"Graduate","FEMALE","Black","YES","$15,000 to $19,999","LT $1000",420,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",16,"Very satisfied","Continue to work","Favor",2,14,1
"Retired",33,"Widowed",17,1,47,9,14,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",12,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",18,"Very satisfied","Continue to work","Favor",9,1,21
"Working part time",44,"Never married",16,1,10,6,18,9,"High school","MALE","Black","YES","$25,000 or more","$15000 - 19999",49,"Should be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",14,15,1
"Working part time",57,"Separated",17,3,11,21,7,5,"High school","FEMALE","Black","YES","$8,000 to $9,999","$25000 OR MORE",8175,"Should be legal","YES","Not too happy","PRETTY HAPPY","Dull","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",17,"Moderately satisfied","Continue to work","Favor",2,19,1
"Keeping house",33,"Married",16,5,34,18,1,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"A little dissatisfied","Stop working","Favor",12,10,1
"Working full time",31,"Divorced",11,2,42,12,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",41,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",39,"Very satisfied","Continue to work","Favor",13,10,1
"Retired",33,"Separated",15,4,42,7,9,9,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,15,21
"Working full time",68,"Married",1,2,31,7,8,9,"Bachelor's","MALE","White","YES","$15,000 to $19,999","$10000 - 14999",117,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,10,1
"Working full time",28,"Divorced",11,1,25,10,19,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",1,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,16,1
"Working full time",33,"Never married",2,3,39,5,9,5,"Less than high school","FEMALE","Other","YES","$25,000 or more","LT $1000",118,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,10,5
"Working part time",54,"Married",21,4,46,5,5,5,"Less than high school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",144,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",1,10,2
"Working full time",38,"Never married",17,2,56,7,3,1,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",63,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",17,"Moderately satisfied","Continue to work","Favor",9,2,1
"Retired",33,"Divorced",15,4,52,9,6,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",64,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"Retired",2,"Never married",2,3,6,5,18,20,"High school","FEMALE","White","YES","$25,000 or more","$6000 TO 6999",92,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Oppose",2,2,21
"Unemployed, laid off, looking for work",26,"Married",2,1,38,9,5,6,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",84,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"Working full time",30,"Never married",17,4,12,12,11,4,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",30,"Should not be legal","NO","Very happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",1,14,1
"Working full time",44,"Never married",11,3,1,5,5,7,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","NO","Pretty happy","NOT TOO HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",13,10,1
"Working full time",54,"Divorced",2,4,57,9,1,5,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",57,"Should not be legal","NO","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",9,14,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Widowed",19,4,56,7,9,5,"High school","FEMALE","White","YES","Under $1,000","$25000 OR MORE",70,"Should not be legal","YES","Pretty happy","VERY HAPPY","Dull","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Stop working","Favor",15,10,3
"Working full time",13,"Married",11,3,27,9,11,5,"Bachelor's","MALE","White","YES","$25,000 or more","$20000 - 24999",198,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",14,"Very satisfied","Stop working","Favor",12,17,16
"Working part time",13,"Never married",18,7,5,5,7,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",1526,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",8,"A little dissatisfied","Continue to work","Favor",9,10,1
"Keeping house",35,"Never married",1,6,31,5,17,9,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Retired",33,"Separated",3,1,22,9,5,5,"Associate/junior college","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",1446,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",2,14,15
"Working full time",38,"Separated",17,2,27,5,5,18,"High school","FEMALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",304,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",9,10,1
"Unemployed, laid off, looking for work",25,"Married",15,3,43,5,15,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",260,"Should not be legal","NO","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",17,16,2
"Working full time",38,"Never married",2,1,11,10,5,5,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",67,"Should be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Stop working","Favor",9,1,6
"Keeping house",38,"Married",18,2,15,16,6,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",13,15,1
"Working full time",24,"Married",2,1,43,5,11,9,"High school","MALE","White","NO","$10,000 to $14,999","$8000 TO 9999",26,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,1
"Working full time",33,"Married",15,1,6,14,5,11,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",1526,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,16,2
"Working full time",37,"Married",1,3,46,5,20,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",30,"Very satisfied","Continue to work","Favor",2,19,11
"Working full time",6,"Never married",15,4,29,11,1,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,2
"Working full time",33,"Divorced",19,3,22,7,18,1,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",15,14,6
"Working full time",33,"Never married",17,3,31,7,17,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"A little dissatisfied","Continue to work","Favor",2,16,1
"Retired",44,"Never married",7,3,36,8,7,21,"High school","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",319,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",36,"Moderately satisfied","Stop working","Favor",13,15,1
"Keeping house",38,"Widowed",2,2,57,18,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",336,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",30,"Moderately satisfied","Stop working","Favor",9,14,15
"Working full time",33,"Separated",15,1,42,9,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$10000 - 14999",56,"Should be legal","NO","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",1,16,1
"Working full time",28,"Never married",1,1,12,11,5,9,"Bachelor's","MALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",14,"Should be legal","NO","Very happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",26,"Very satisfied","Continue to work","Favor",12,14,1
"Keeping house",33,"Married",16,1,38,5,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",1307,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",12,17,6
"Working part time",33,"Married",2,5,23,5,5,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",43,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,16,3
"Working full time",33,"Married",15,1,16,5,5,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",14,15,1
"Retired",29,"Divorced",15,4,29,5,7,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",21,"Should be legal","NO","Very happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,16,3
"In school",70,"Separated",2,2,14,12,7,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",94,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",38,"Moderately satisfied","Continue to work","Oppose",9,17,1
"Keeping house",33,"Divorced",2,9,70,2,17,9,"Less than high school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",2696,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",30,"Moderately satisfied","Continue to work","Favor",2,14,21
