"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working full time",33,"Married",1,3,52,5,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",4,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",2,15,6
"Retired",33,"Divorced",15,3,40,5,5,6,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",19,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",12,2,1
"In school",33,"Married",16,1,28,4,5,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",1,14,2
"Unemployed, laid off, looking for work",33,"Never married",3,3,28,7,5,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,1
"Working full time",49,"Married",3,2,54,5,20,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",43,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",9,10,16
"Retired",28,"Never married",11,2,17,5,3,17,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",65,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",2,17,4
"Working full time",38,"Married",11,3,30,5,5,7,"Bachelor's","FEMALE","White","YES","$25,000 or more","$15000 - 19999",109,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,15,1
"Keeping house",29,"Never married",15,5,22,21,13,7,"High school","MALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",563,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",13,18,1
"Retired",35,"Never married",15,4,39,8,20,9,"Graduate","FEMALE","White","NO","$20,000 to $24,999","$25000 OR MORE",285,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",1,17,1
"Keeping house",33,"Married",11,3,28,9,18,5,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",13,2,1
"Keeping house",44,"Never married",16,7,42,6,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$15000 - 19999",741,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",9,15,1
"Working full time",41,"Married",18,1,34,4,5,7,"Less than high school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",2099,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Very satisfied","Continue to work","Oppose",9,2,3
"Working full time",29,"Married",15,3,49,10,18,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",13,10,1
"Working part time",33,"Married",16,2,32,5,20,1,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",32,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Stop working","Favor",13,2,1
"Working full time",24,"Married",8,4,52,9,18,5,"High school","MALE","White","NO","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",2,2,18
"Working full time",13,"Never married",11,1,26,5,18,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",24,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,1,6
"Keeping house",24,"Never married",15,2,27,5,21,5,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Stop working","Oppose",2,2,1
"Keeping house",38,"Never married",15,1,36,9,5,8,"High school","MALE","Other","YES","$25,000 or more","LT $1000",3,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",35,"Very satisfied","Stop working","Favor",15,10,1
"Working full time",11,"Married",11,3,38,5,9,14,"High school","MALE","White","YES","$20,000 to $24,999","$10000 - 14999",56,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Dull","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",17,13,1
"Working full time",33,"Never married",11,2,50,9,20,18,"Bachelor's","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",44,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",34,"Moderately satisfied","Stop working","Favor",9,14,1
"Working full time",29,"Never married",19,4,2,7,7,5,"High school","MALE","White","YES","$25,000 or more","$3000 TO 3999",17,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"A little dissatisfied","Continue to work","Favor",2,16,1
"Keeping house",41,"Married",2,4,59,5,9,4,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",1307,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",44,"A little dissatisfied","Continue to work","Favor",9,14,2
"Working full time",44,"Married",20,5,42,5,5,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should be legal","YES","Not too happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",7,"Moderately satisfied","Continue to work","Favor",13,14,6
"Working full time",33,"Never married",11,1,24,9,20,3,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",43,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",2,16,15
"Working part time",25,"Married",11,5,59,6,19,3,"High school","FEMALE","White","YES","$25,000 or more","$1000 TO 2999",11,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",13,15,2
"Working part time",33,"Married",16,3,34,11,9,8,"Graduate","FEMALE","White","YES","$25,000 or more","$20000 - 24999",40,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",36,"Moderately satisfied","Continue to work","Favor",14,15,1
"Retired",18,"Never married",15,8,40,10,5,1,"High school","MALE","Other","YES","$25,000 or more","$7000 TO 7999",1307,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",9,16,1
"Retired",30,"Never married",15,4,13,5,21,20,"High school","FEMALE","Black","YES","$7,000 to $7,999","$25000 OR MORE",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,15,1
"Working full time",33,"Married",11,2,31,9,9,3,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",12,"Should be legal","NO","Not too happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,14,1
"Working full time",33,"Never married",11,1,13,14,5,16,"Bachelor's","FEMALE","White","YES","$25,000 or more","$4000 TO 4999",105,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",30,"Very satisfied","Stop working","Favor",12,14,21
"Working full time",71,"Married",11,1,35,7,19,5,"Bachelor's","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",49,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",9,19,4
"Other",54,"Divorced",11,1,34,5,5,7,"Bachelor's","FEMALE","White","YES","$25,000 or more","$15000 - 19999",70,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME",30,"Moderately satisfied","Continue to work","Favor",13,10,4
"With a job, but not at work because of temporary illness, vacation, strike",39,"Married",16,1,15,3,16,6,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",17,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",29,"Very satisfied","Stop working","Oppose",9,10,7
"Keeping house",13,"Widowed",15,3,42,9,9,8,"Less than high school","FEMALE","White","NO","$20,000 to $24,999","$25000 OR MORE",9,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,10,8
"Retired",33,"Divorced",2,3,49,14,8,20,"Graduate","FEMALE","White","YES","$25,000 or more","$15000 - 19999",1198,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Stop working","Oppose",12,19,5
"Working full time",54,"Married",17,5,36,7,20,3,"Less than high school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",1307,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,10,1
"Working full time",54,"Never married",18,4,15,4,6,4,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,10,1
"Retired",33,"Never married",11,2,5,6,7,4,"High school","MALE","Black","YES","$25,000 or more","$7000 TO 7999",8175,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,16,1
"Keeping house",24,"Never married",17,1,18,8,9,14,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Oppose",12,16,1
"Working full time",29,"Married",2,4,58,7,9,7,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",166,"Should be legal","YES","Not too happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"Moderately satisfied","Continue to work","Favor",12,15,1
"Retired",33,"Never married",15,2,71,5,9,16,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",9,10,1
"Working full time",33,"Divorced",11,2,28,5,5,4,"High school","FEMALE","Other","NO","$10,000 to $14,999","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,17,1
"Working part time",24,"Separated",19,1,41,7,5,7,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",3793,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",12,10,18
"Working full time",18,"Never married",2,4,41,7,5,5,"High school","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",1307,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",2,15,1
"Unemployed, laid off, looking for work",58,"Never married",17,1,2,5,14,9,"High school","MALE","White","YES","$5,000 to $5,999","$25000 OR MORE",285,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",2,10,1
"Working full time",29,"Married",16,1,11,9,5,8,"Bachelor's","MALE","Other","NO","$25,000 or more","$25000 OR MORE",8,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",12,1,1
"Working full time",33,"Married",2,5,31,3,9,2,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",2,15,4
"Working part time",32,"Divorced",2,1,8,7,7,8,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",9,3,13
"Retired",47,"Married",2,4,44,5,6,20,"Bachelor's","MALE","White","NO","$25,000 or more","$25000 OR MORE",64,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",15,14,1
"Working part time",38,"Divorced",20,3,48,5,15,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",4,10,1
"Working full time",24,"Never married",11,3,36,9,5,9,"High school","MALE","Black","YES","$25,000 or more","$10000 - 14999",49,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",12,2,1
"Keeping house",27,"Married",15,3,23,9,9,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",9,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,16,1
"Retired",8,"Never married",11,3,12,8,1,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",95,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Oppose",1,15,3
"Unemployed, laid off, looking for work",25,"Divorced",11,1,30,6,5,11,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",109,"Should be legal","NO","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",6,15,1
