"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Working part time",38,"Divorced",2,1,71,9,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",70,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",14,1,21
"Working full time",35,"Never married",17,5,29,5,18,15,"Less than high school","FEMALE","Black","YES","$25,000 or more","$15000 - 19999",29,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,15,6
"Working full time",44,"Never married",16,4,39,8,5,20,"High school","FEMALE","White","YES","$25,000 or more","$6000 TO 6999",144,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",15,2,1
"Working full time",4,"Never married",2,1,15,12,3,5,"Graduate","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","NO","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Favor",14,10,1
"Working part time",32,"Divorced",2,1,8,7,7,8,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Very dissatisfied","Continue to work","Favor",9,3,13
"Working full time",54,"Divorced",11,3,39,9,19,5,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",9,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",16,"Moderately satisfied","Continue to work","Favor",2,15,1
"Retired",30,"Never married",15,4,13,5,21,20,"High school","FEMALE","Black","YES","$7,000 to $7,999","$25000 OR MORE",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,15,1
"Retired",36,"Married",11,3,53,4,5,19,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",5,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,10,1
"Other",13,"Married",18,6,11,6,7,5,"Associate/junior college","FEMALE","Black","NO","$25,000 or more","$7000 TO 7999",16,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL",42,"Very satisfied","Continue to work","Oppose",13,1,8
"Working full time",29,"Never married",16,2,65,9,19,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",39,"Very satisfied","Continue to work","Favor",9,14,1
"Keeping house",33,"Married",17,1,27,5,5,5,"Bachelor's","MALE","Black","NO","$25,000 or more","$25000 OR MORE",69,"Should be legal","NO","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"A little dissatisfied","Continue to work","Favor",9,2,1
"Working full time",16,"Married",11,1,23,5,5,9,"Less than high school","MALE","Other","NO","$10,000 to $14,999","$25000 OR MORE",32,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",23,"Very satisfied","Continue to work","Oppose",2,10,1
"Working full time",33,"Widowed",2,1,32,6,5,7,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",64,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",2,14,1
"Unemployed, laid off, looking for work",33,"Never married",2,1,2,5,1,17,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",84,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",32,"Very satisfied","Continue to work","Favor",2,10,1
"Working full time",46,"Married",15,2,11,12,5,9,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$10000 - 14999",3,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",12,20,1
"Keeping house",33,"Married",11,1,11,9,18,9,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",14,"Very satisfied","Continue to work","Favor",17,10,1
"Keeping house",33,"Widowed",2,6,38,1,16,5,"High school","FEMALE","White","NO","$25,000 or more","$5000 TO 5999",29,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",1,2,5
"Keeping house",33,"Married",2,3,8,9,5,7,"Graduate","FEMALE","White","YES","$25,000 or more","$3000 TO 3999",1,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",35,"Very satisfied","Stop working","Favor",14,2,5
"Working full time",33,"Married",16,1,52,9,3,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",13,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",14,10,1
"Working part time",33,"Divorced",19,1,29,8,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$4000 TO 4999",166,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",11,16,1
"Working full time",20,"Married",15,2,53,7,11,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",49,"Should be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL",30,"Very satisfied","Continue to work","Favor",13,10,1
"Retired",48,"Married",15,4,47,9,5,15,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Dull","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",38,"Very satisfied","Continue to work","Favor",12,10,1
"Working full time",33,"Divorced",19,7,42,6,5,18,"High school","FEMALE","Black","YES","$5,000 to $5,999","$25000 OR MORE",24,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",12,15,1
"Working full time",10,"Widowed",17,6,56,14,7,11,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",621,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",14,14,1
"Working full time",34,"Never married",11,5,40,6,5,1,"Bachelor's","MALE","Black","YES","$25,000 or more","$25000 OR MORE",2099,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Stop working","Favor",1,14,1
"Working full time",13,"Married",21,3,30,5,4,18,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",40,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",40,"Moderately satisfied","Continue to work","Favor",2,14,1
"Working full time",24,"Married",2,4,24,10,5,9,"Graduate","FEMALE","White","NO","$4,000 to $4,999","$10000 - 14999",26,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",42,"Moderately satisfied","Stop working","Favor",9,2,1
"Working full time",33,"Widowed",11,3,66,5,9,20,"High school","FEMALE","White","YES","$5,000 to $5,999","$15000 - 19999",12,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",12,15,1
"Working full time",62,"Married",17,3,50,9,4,1,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$10000 - 14999",16,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",16,"Very satisfied","Continue to work","Favor",9,15,2
"Working full time",33,"Never married",15,1,6,4,20,5,"Less than high school","MALE","White","YES","$15,000 to $19,999","$25000 OR MORE",8175,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",23,"Very satisfied","Continue to work","Favor",9,14,1
"Working full time",33,"Divorced",1,3,60,5,5,9,"High school","FEMALE","White","YES","$10,000 to $14,999","$10000 - 14999",16,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"Very satisfied","Stop working","Favor",2,15,15
"Keeping house",54,"Married",18,4,34,7,5,5,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",10,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"A little dissatisfied","Continue to work","Oppose",9,16,1
"Keeping house",29,"Never married",15,5,22,21,13,7,"High school","MALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",563,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",13,18,1
"With a job, but not at work because of temporary illness, vacation, strike",44,"Married",18,4,67,11,21,9,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$20000 - 24999",12,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,16,11
"Working full time",24,"Never married",4,4,8,8,21,6,"High school","FEMALE","Black","YES","$1,000 to $2,999","$25000 OR MORE",714,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",7,"Very satisfied","Stop working","Favor",9,17,6
"Working full time",38,"Never married",20,7,41,9,21,7,"High school","MALE","White","YES","$25,000 or more","$20000 - 24999",3,"Should not be legal","YES","Very happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"A little dissatisfied","Continue to work","Favor",9,2,2
"Working full time",56,"Married",2,3,31,11,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",90,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",35,"Very satisfied","Continue to work","Favor",12,1,4
"Working full time",44,"Divorced",11,1,23,5,5,3,"High school","MALE","Black","YES","$10,000 to $14,999","$25000 OR MORE",63,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",34,"Moderately satisfied","Stop working","Favor",2,10,1
"In school",33,"Married",17,1,29,7,5,21,"Bachelor's","MALE","Other","NO","$25,000 or more","$25000 OR MORE",136,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,14,15
"Keeping house",35,"Never married",1,6,31,5,17,9,"Bachelor's","FEMALE","Other","NO","$25,000 or more","$20000 - 24999",29,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working part time",33,"Married",13,3,25,7,4,5,"Associate/junior college","FEMALE","White","NO","Under $1,000","$25000 OR MORE",1307,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",39,"Moderately satisfied","Continue to work","Favor",1,18,1
"Working full time",33,"Married",2,5,31,3,9,2,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",2,15,4
"Working part time",24,"Married",11,1,51,11,17,9,"Bachelor's","FEMALE","Black","NO","$10,000 to $14,999","$10000 - 14999",117,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",15,19,11
"Working full time",33,"Divorced",19,3,22,7,18,1,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",29,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",15,14,6
"Retired",44,"Married",2,3,52,5,14,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,16,9
"Working part time",57,"Separated",17,3,11,21,7,5,"High school","FEMALE","Black","YES","$8,000 to $9,999","$25000 OR MORE",8175,"Should be legal","YES","Not too happy","PRETTY HAPPY","Dull","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",17,"Moderately satisfied","Continue to work","Favor",2,19,1
"Working part time",24,"Married",4,4,39,9,9,9,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",17,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Stop working","Favor",9,14,11
"With a job, but not at work because of temporary illness, vacation, strike",44,"Married",2,1,43,11,10,9,"Graduate","MALE","Other","NO","$25,000 or more","$7000 TO 7999",11,"Should not be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",42,"Very satisfied","Continue to work","Favor",13,14,21
"Retired",69,"Married",19,4,54,9,5,17,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,14,2
"Working full time",28,"Never married",11,1,5,7,5,5,"High school","MALE","White","YES","$5,000 to $5,999","LT $1000",2,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,19,15
"Working full time",38,"Married",17,1,16,5,5,7,"Bachelor's","FEMALE","Black","NO","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",1,15,3
"Working full time",25,"Never married",11,3,18,4,5,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$20000 - 24999",1198,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Stop working","Favor",17,5,18
"Other",24,"Never married",17,4,2,6,20,7,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",2,17,1
"Working part time",33,"Widowed",17,4,29,5,20,18,"High school","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",11,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",12,2,1
"Working part time",38,"Married",15,3,9,7,4,4,"High school","MALE","White","YES","$7,000 to $7,999","$8000 TO 9999",48,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY",1,"Moderately satisfied","Stop working","Favor",2,6,1
"Working full time",54,"Married",17,2,42,7,9,11,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",40,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",5,1,21
"Working full time",31,"Divorced",11,1,33,21,5,5,"Associate/junior college","MALE","Other","NO","$25,000 or more","$20000 - 24999",144,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,15
"Working part time",61,"Married",2,3,30,7,5,5,"Bachelor's","FEMALE","White","YES","$10,000 to $14,999","$10000 - 14999",12,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",9,16,1
"Working full time",8,"Married",18,7,35,5,5,5,"High school","FEMALE","White","YES","$25,000 or more","$20000 - 24999",600,"Should not be legal","NO","Very happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",40,"Very satisfied","Continue to work","Oppose",17,15,1
"Retired",22,"Married",2,2,39,7,5,5,"Less than high school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",3,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",2,15,21
"Working full time",33,"Widowed",16,5,45,20,5,5,"Less than high school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",24,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",17,16,1
"Working full time",71,"Married",11,1,35,7,19,5,"Bachelor's","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",49,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",40,"Moderately satisfied","Continue to work","Favor",9,19,4
"Keeping house",41,"Married",2,4,59,5,9,4,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$7000 TO 7999",1307,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME",44,"A little dissatisfied","Continue to work","Favor",9,14,2
"With a job, but not at work because of temporary illness, vacation, strike",33,"Never married",2,1,6,5,4,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",1,"Very satisfied","Continue to work","Favor",14,10,6
"Working full time",44,"Married",11,1,32,5,5,9,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",439,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",9,16,14
"Working full time",8,"Divorced",11,2,39,4,6,7,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",19,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",2,1,16
