"wrkstat","hrs1","marital","sibs","childs","age","educ","paeduc","maeduc","degree","sex","race","born","income","rincome","size","grass","postlife","happy","hapmar","life","coneduc","conpress","conmedic","contv","weekswrk","satjob","richwork","sexeduc","tvhours","hrsrelax","mntlhlth"
"Keeping house",29,"Never married",15,5,22,21,13,7,"High school","MALE","Other","YES","$10,000 to $14,999","$25000 OR MORE",563,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",13,18,1
"Working full time",18,"Married",11,3,47,5,11,5,"Associate/junior college","FEMALE","White","YES","$25,000 or more","$10000 - 14999",9,"Should not be legal","NO","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",5,10,1
"Working full time",29,"Never married",2,1,7,7,15,3,"Bachelor's","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",71,"Should not be legal","NO","Pretty happy","NOT TOO HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",9,14,1
"With a job, but not at work because of temporary illness, vacation, strike",33,"Separated",15,4,46,8,5,20,"High school","MALE","Black","YES","$20,000 to $24,999","$25000 OR MORE",19,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,15,1
"Keeping house",33,"Never married",11,3,23,9,17,7,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",420,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL",30,"Very satisfied","Continue to work","Favor",1,10,1
"Working full time",33,"Never married",2,1,26,8,7,9,"Bachelor's","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",946,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Oppose",9,14,3
"Working full time",16,"Married",11,1,23,5,5,9,"Less than high school","MALE","Other","NO","$10,000 to $14,999","$25000 OR MORE",32,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",23,"Very satisfied","Continue to work","Oppose",2,10,1
"Retired",33,"Married",11,3,52,5,7,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",9,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",13,15,16
"Retired",47,"Married",2,4,44,5,6,20,"Bachelor's","MALE","White","NO","$25,000 or more","$25000 OR MORE",64,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",15,14,1
"Working part time",25,"Married",2,1,60,9,9,14,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME",1,"Moderately satisfied","Stop working","Favor",1,15,1
"Working full time",17,"Married",11,1,38,9,5,9,"High school","MALE","White","YES","$10,000 to $14,999","$25000 OR MORE",49,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",38,"Very satisfied","Stop working","Favor",15,15,1
"Keeping house",49,"Married",16,5,21,5,9,5,"Less than high school","FEMALE","White","NO","$25,000 or more","$10000 - 14999",95,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Stop working","Oppose",2,19,1
"With a job, but not at work because of temporary illness, vacation, strike",38,"Divorced",15,1,6,8,10,5,"High school","MALE","White","YES","$25,000 or more","$15000 - 19999",49,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,16,1
"Keeping house",49,"Never married",16,5,28,10,18,7,"Associate/junior college","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",41,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Moderately satisfied","Stop working","Favor",1,10,9
"Retired",13,"Married",16,3,49,14,5,8,"Bachelor's","FEMALE","White","YES","$10,000 to $14,999","$25000 OR MORE",8,"Should be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,1,6
"Working full time",33,"Divorced",15,3,7,3,9,9,"Less than high school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",2099,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"A little dissatisfied","Continue to work","Favor",9,15,1
"Retired",35,"Divorced",11,2,58,10,5,8,"Bachelor's","MALE","White","YES","$25,000 or more","$20000 - 24999",2,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","HARDLY ANY",1,"A little dissatisfied","Stop working","Oppose",1,1,1
"Working full time",54,"Divorced",4,3,41,8,7,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",166,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY",40,"Very satisfied","Stop working","Favor",2,17,1
"Other",54,"Married",10,2,66,19,5,8,"Less than high school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",10,"Should not be legal","NO","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",5,"Moderately satisfied","Continue to work","Favor",15,16,3
"Retired",33,"Divorced",16,7,52,16,10,7,"Bachelor's","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",399,"Should be legal","NO","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",38,"Very dissatisfied","Continue to work","Favor",2,19,5
"Keeping house",36,"Married",18,3,53,10,5,18,"High school","MALE","White","YES","$10,000 to $14,999","$8000 TO 9999",93,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",30,"Very satisfied","Continue to work","Favor",14,15,15
"Working full time",44,"Married",2,5,40,7,9,18,"Bachelor's","MALE","White","YES","$25,000 or more","$10000 - 14999",64,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Continue to work","Favor",14,2,15
"With a job, but not at work because of temporary illness, vacation, strike",24,"Married",2,1,61,11,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",12,1,1
"Retired",44,"Married",2,7,51,11,9,5,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",13,2,1
"Working full time",33,"Married",16,1,13,5,6,5,"Graduate","FEMALE","Black","YES","$25,000 or more","$10000 - 14999",3,"Should be legal","YES","Very happy","PRETTY HAPPY","Dull","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",17,15,1
"Working part time",61,"Divorced",2,1,26,9,20,5,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",46,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",13,10,1
"Working full time",28,"Married",2,1,58,9,9,5,"Bachelor's","MALE","White","NO","$6,000 to $6,999","$25000 OR MORE",48,"Should not be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",1,1,1
"Working full time",13,"Never married",2,5,49,7,16,5,"High school","FEMALE","White","YES","$25,000 or more","$10000 - 14999",19,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,18,1
"Working part time",54,"Married",2,1,28,7,7,9,"High school","MALE","White","YES","$25,000 or more","LT $1000",11,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",42,"Moderately satisfied","Continue to work","Favor",2,10,21
"Working full time",33,"Never married",11,5,36,9,7,4,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",12,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"A little dissatisfied","Continue to work","Favor",9,15,2
"Keeping house",58,"Married",2,1,61,7,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",1,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",9,16,1
"Working full time",15,"Married",2,1,29,9,9,5,"Graduate","MALE","Other","YES","$25,000 or more","$25000 OR MORE",32,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Moderately satisfied","Continue to work","Favor",9,5,15
"Keeping house",37,"Married",2,3,19,9,5,9,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",3793,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY",42,"Moderately satisfied","Stop working","Favor",9,16,6
"Working full time",4,"Married",15,4,50,9,7,10,"Bachelor's","FEMALE","White","YES","$25,000 or more","$5000 TO 5999",325,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","A GREAT DEAL",21,"Very satisfied","Stop working","Oppose",9,16,1
"Working part time",33,"Never married",19,3,3,15,5,7,"High school","FEMALE","White","YES","$25,000 or more","$4000 TO 4999",95,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",3,17,3
"Working full time",33,"Widowed",1,2,46,5,6,21,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",14,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Stop working","Favor",13,15,1
"Keeping house",13,"Married",2,4,36,11,5,7,"Graduate","FEMALE","White","NO","$8,000 to $9,999","$25000 OR MORE",2,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME",1,"Very satisfied","Stop working","Favor",2,14,4
"Working full time",49,"Separated",11,2,41,7,7,9,"Bachelor's","MALE","White","NO","$25,000 or more","$25000 OR MORE",57,"Should not be legal","YES","Pretty happy","NOT TOO HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",1,16,8
"Working full time",25,"Married",18,1,11,9,20,7,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",8,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",12,10,1
"Retired",66,"Married",15,3,44,12,20,5,"Graduate","MALE","White","YES","$25,000 or more","$20000 - 24999",75,"Should be legal","YES","Very happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",9,16,1
"Retired",33,"Divorced",19,3,53,9,9,9,"Graduate","FEMALE","Other","NO","$20,000 to $24,999","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,16,1
"Working full time",7,"Widowed",2,2,66,10,9,5,"High school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",41,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",29,"Moderately satisfied","Continue to work","Favor",2,10,1
"Working part time",13,"Never married",18,7,5,5,7,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",1526,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY",8,"A little dissatisfied","Continue to work","Favor",9,10,1
"Working full time",33,"Married",2,5,31,3,9,2,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",69,"Should not be legal","YES","Very happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",2,15,4
"In school",29,"Separated",11,1,27,8,3,5,"Associate/junior college","FEMALE","Black","YES","$25,000 or more","$20000 - 24999",60,"Should be legal","YES","Not too happy","PRETTY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",10,"Moderately satisfied","Continue to work","Favor",12,1,11
"Unemployed, laid off, looking for work",13,"Married",16,4,50,11,7,9,"High school","FEMALE","White","YES","$25,000 or more","$15000 - 19999",41,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",13,10,21
"Keeping house",33,"Married",17,7,26,5,19,1,"Graduate","MALE","White","YES","$4,000 to $4,999","$25000 OR MORE",48,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Moderately satisfied","Continue to work","Favor",1,10,11
"Keeping house",44,"Married",15,3,24,8,20,5,"High school","FEMALE","Other","YES","$25,000 or more","$10000 - 14999",3793,"Should be legal","NO","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME",35,"Moderately satisfied","Continue to work","Favor",9,14,4
"Working full time",41,"Never married",11,4,11,5,7,13,"High school","MALE","Black","YES","$25,000 or more","$25000 OR MORE",714,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","A GREAT DEAL","HARDLY ANY","ONLY SOME","HARDLY ANY",42,"Very satisfied","Continue to work","Favor",1,15,1
"Working part time",33,"Divorced",2,5,10,6,8,14,"Less than high school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",336,"Should not be legal","YES","Not too happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"A little dissatisfied","Continue to work","Favor",12,10,15
"Working full time",38,"Never married",2,1,53,9,14,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",618,"Should be legal","YES","Very happy","VERY HAPPY","Routine","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Favor",13,15,8
"Retired",29,"Widowed",16,4,71,12,10,5,"High school","FEMALE","White","YES","$25,000 or more","$8000 TO 9999",43,"Should not be legal","YES","Very happy","VERY HAPPY","Routine","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",15,2,1
"Working full time",15,"Separated",17,1,53,10,5,9,"High school","MALE","White","NO","$1,000 to $2,999","$8000 TO 9999",8175,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",42,"A little dissatisfied","Stop working","Favor",12,14,1
"Working full time",33,"Never married",1,1,22,14,5,9,"Graduate","MALE","Black","YES","$25,000 or more","$25000 OR MORE",27,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME",27,"Very satisfied","Stop working","Favor",12,14,1
"Working full time",38,"Married",11,3,30,5,5,7,"Bachelor's","FEMALE","White","YES","$25,000 or more","$15000 - 19999",109,"Should not be legal","YES","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Stop working","Favor",12,15,1
"Working full time",33,"Married",15,3,51,14,9,8,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",3,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",30,"A little dissatisfied","Stop working","Favor",15,1,5
"Retired",44,"Divorced",2,3,22,5,5,21,"Graduate","FEMALE","White","NO","$25,000 or more","$25000 OR MORE",30,"Should not be legal","YES","Not too happy","VERY HAPPY","Exciting","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",2,16,3
"Working part time",2,"Married",15,3,44,9,1,9,"High school","FEMALE","White","YES","$20,000 to $24,999","$25000 OR MORE",7,"Should be legal","YES","Pretty happy","VERY HAPPY","Dull","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",42,"Very satisfied","Continue to work","Favor",2,2,6
"Working full time",30,"Divorced",2,4,24,7,5,9,"High school","MALE","White","YES","$25,000 or more","$25000 OR MORE",6,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",26,"Very satisfied","Continue to work","Favor",2,20,1
"Retired",33,"Married",2,3,47,5,6,5,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",23,"Should be legal","YES","Pretty happy","PRETTY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",38,"Moderately satisfied","Continue to work","Favor",9,16,1
"Keeping house",38,"Never married",9,5,52,7,9,5,"High school","FEMALE","Black","YES","$25,000 or more","$25000 OR MORE",319,"Should not be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME",42,"A little dissatisfied","Stop working","Oppose",12,2,3
"In school",13,"Never married",11,1,5,9,5,5,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",11,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",16,"A little dissatisfied","Continue to work","Favor",12,10,1
"Keeping house",33,"Widowed",2,6,38,1,16,5,"High school","FEMALE","White","NO","$25,000 or more","$5000 TO 5999",29,"Should be legal","NO","Pretty happy","VERY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",1,2,5
"Working part time",33,"Married",2,5,23,5,5,9,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",43,"Should be legal","YES","Very happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,16,3
"With a job, but not at work because of temporary illness, vacation, strike",38,"Never married",18,3,36,9,5,21,"High school","FEMALE","Other","NO","$25,000 or more","$25000 OR MORE",8175,"Should not be legal","NO","Pretty happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",42,"Very satisfied","Stop working","Favor",9,15,2
"Keeping house",38,"Widowed",2,2,57,18,9,5,"Graduate","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",336,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",30,"Moderately satisfied","Stop working","Favor",9,14,15
"Working full time",63,"Married",11,1,31,9,4,7,"Graduate","FEMALE","White","YES","$20,000 to $24,999","$10000 - 14999",43,"Should not be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Very satisfied","Stop working","Favor",15,2,21
"Retired",33,"Married",16,3,56,9,9,5,"High school","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",117,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY",40,"Moderately satisfied","Continue to work","Favor",12,2,15
"Retired",33,"Never married",11,3,33,9,7,5,"Graduate","MALE","White","YES","$25,000 or more","$25000 OR MORE",44,"Should be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME",42,"Very satisfied","Continue to work","Favor",9,15,1
"Working part time",24,"Divorced",2,4,35,7,5,5,"Graduate","FEMALE","White","YES","$25,000 or more","$15000 - 19999",4,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",1,"Very satisfied","Continue to work","Oppose",2,14,1
"Unemployed, laid off, looking for work",54,"Married",2,2,7,5,7,9,"High school","FEMALE","Other","YES","$25,000 or more","$25000 OR MORE",29,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,14,1
"Keeping house",44,"Divorced",2,3,71,20,5,18,"High school","FEMALE","White","YES","$15,000 to $19,999","$25000 OR MORE",600,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",13,10,1
"Retired",62,"Never married",2,2,41,5,5,5,"Associate/junior college","MALE","White","YES","$25,000 or more","$25000 OR MORE",57,"Should be legal","YES","Pretty happy","VERY HAPPY","Routine","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",42,"A little dissatisfied","Continue to work","Favor",13,2,1
"Working full time",33,"Married",11,3,22,7,5,5,"High school","MALE","Other","YES","$25,000 or more","$20000 - 24999",1307,"Should be legal","YES","Very happy","VERY HAPPY","Exciting","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",42,"Very satisfied","Continue to work","Favor",13,15,8
"Retired",47,"Never married",2,5,10,8,5,4,"Bachelor's","FEMALE","White","YES","Under $1,000","$25000 OR MORE",16,"Should not be legal","YES","Very happy","PRETTY HAPPY","Routine","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME",39,"Very satisfied","Continue to work","Favor",2,10,1
"Unemployed, laid off, looking for work",26,"Married",2,1,38,9,5,6,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",84,"Should not be legal","YES","Not too happy","PRETTY HAPPY","Exciting","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME",1,"Very satisfied","Continue to work","Favor",2,10,1
"Working full time",54,"Married",2,3,53,10,1,9,"Bachelor's","MALE","White","YES","$25,000 or more","$25000 OR MORE",57,"Should be legal","NO","Pretty happy","PRETTY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY",1,"Very satisfied","Continue to work","Favor",12,16,1
"Working full time",31,"Separated",11,3,23,10,18,14,"Bachelor's","FEMALE","White","YES","$25,000 or more","$25000 OR MORE",4,"Should be legal","YES","Pretty happy","VERY HAPPY","Exciting","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME",42,"Moderately satisfied","Continue to work","Favor",9,14,3
